player_name,ppg,rpg,apg,outlier_score,outlier_iso,outlier_z,outlier_stat
Kareem Abdul-jabbar,24.60705128205128,11.179487179487179,3.628205128205128,3,1,1,1
Shareef Abdur-rahim,19.848214285714285,8.145833333333334,2.7485119047619047,3,1,1,1
Alvan Adams,14.078947368421053,7.021255060728745,4.060728744939271,3,1,1,1
Michael Adams,14.73353751914242,2.909647779479326,6.445635528330781,3,1,1,1
Mark Aguirre,19.99783315276273,4.9599133261105095,3.1105092091007585,3,1,1,1
Chris Andersen,5.126696832579186,4.787330316742081,0.6561085972850679,2,0,1,1
Kenny Anderson,12.574592074592074,3.078088578088578,6.055944055944056,3,1,1,1
Nate Archibald,18.81392694063927,2.335616438356164,7.392694063926941,3,1,1,1
Paul Arizin,22.813464235624124,8.596072931276296,2.335203366058906,3,1,1,1
Ron Artest,14.411931818181818,4.730113636363637,2.9801136363636362,3,1,1,1
John Bagley,8.724812030075189,2.6,5.984962406015038,2,0,1,1
Charles Barkley,22.140726933830383,11.692451071761417,3.928238583410997,3,1,1,1
Marvin Barnes,24.0625,13.381944444444445,2.7708333333333335,3,1,1,1
Rick Barry,30.460176991150444,7.5,4.1371681415929205,3,1,1,1
Rick Barry,23.16750629722922,6.508816120906801,5.05919395465995,3,1,1,1
Elgin Baylor,27.3628841607565,13.549645390070921,4.314420803782506,3,1,1,1
Zelmo Beaty,19.122257053291538,11.648902821316614,1.6489028213166144,3,1,1,1
Walt Bellamy,20.077660594439116,13.653883029721955,2.439117929050815,3,1,1,1
Benoit Benjamin,11.428748451053284,7.5130111524163565,1.325898389095415,3,1,1,1
Mike Bibby,16.052837573385517,3.3737769080234834,6.551859099804306,3,1,1,1
Dave Bing,20.340732519422865,3.7957824639289677,5.990011098779134,3,1,1,1
Larry Bird,24.29319955406912,10.004459308807135,6.348940914158305,3,1,1,1
Mookie Blaylock,13.45556805399325,4.115860517435321,6.717660292463442,3,1,1,1
Muggsy Bogues,7.714285714285714,2.607424071991001,7.565804274465692,3,1,1,1
Manute Bol,2.5625,4.24198717948718,0.27403846153846156,3,1,1,1
Chris Bosh,14.243589743589743,8.173076923076923,1.4807692307692308,3,1,1,1
Sam Bowie,10.888454011741683,7.524461839530333,2.1037181996086107,3,1,1,1
Shawn Bradley,8.115384615384615,6.331730769230769,0.6887019230769231,3,1,1,1
Elton Brand,19.501118568232663,10.442953020134228,2.635346756152125,3,1,1,1
Terrell Brandon,13.803867403314918,3.0027624309392267,6.087016574585635,3,1,1,1
Bill Bridges,11.892008639308855,11.937365010799136,2.7570194384449245,3,1,1,1
John Brisker,26.09268292682927,8.06829268292683,2.7414634146341466,3,1,1,1
Larry Brown,11.247340425531915,2.672872340425532,6.672872340425532,3,1,1,1
Kobe Bryant,22.382775119617225,5.118022328548644,4.446570972886763,3,1,1,1
Quinn Buckner,8.246175243393603,2.7385257301808066,4.331015299026426,3,1,1,1
Don Buse,7.562893081761007,3.3270440251572326,4.732704402515723,3,1,1,1
Don Buse,6.921296296296297,2.325617283950617,4.506172839506172,3,1,1,1
Mack Calvin,19.924953095684803,3.0900562851782363,5.75422138836773,3,1,1,1
Marcus Camby,10.687755102040816,8.60204081632653,1.3979591836734695,3,1,1,1
Elden Campbell,10.339712918660288,5.852631578947369,1.1473684210526316,3,1,1,1
M.l. Carr,12.243243243243244,6.202702702702703,3.027027027027027,3,1,1,1
Joe Barry Carroll,17.666666666666668,7.665248226950355,1.7929078014184396,3,1,1,1
Vince Carter,23.889130434782608,5.273913043478261,3.9543478260869565,3,1,1,1
Bill Cartwright,13.201453790238837,6.3406022845275185,1.4434060228452752,2,0,1,1
Sam Cassell,16.159600997506235,3.2805486284289276,6.1895261845386536,3,1,1,1
Harvey Catchings,3.220689655172414,5.019310344827586,0.8386206896551724,3,1,1,1
Kelvin Cato,5.725806451612903,5.590725806451613,0.4838709677419355,2,0,1,1
Duane Causwell,4.894639556377079,4.2014787430683915,0.4491682070240296,2,0,1,1
Tom Chambers,18.11111111111111,6.055103884372177,2.062330623306233,3,1,1,1
Wilt Chamberlain,30.06602870813397,22.89377990430622,4.443062200956938,3,1,1,1
Tyson Chandler,7.586206896551724,7.287356321839081,0.8352490421455939,2,0,1,1
Maurice Cheeks,11.076294277929156,2.8047229791099,6.713896457765667,3,1,1,1
Doug Christie,11.392373923739237,4.130381303813038,3.6531365313653135,3,1,1,1
Keon Clark,8.164305949008499,5.937677053824363,0.9121813031161473,2,0,1,1
Derrick Coleman,16.496798975672217,9.259923175416134,2.541613316261204,3,1,1,1
Darwin Cook,9.509803921568627,2.1372549019607843,3.673202614379085,3,1,1,1
Wayne Cooper,7.903455284552845,6.194105691056911,0.8658536585365854,3,1,1,1
Bob Cousy,18.354978354978353,5.17965367965368,7.5270562770562774,3,1,1,1
Dave Cowens,17.64490861618799,13.634464751958225,3.7989556135770237,3,1,1,1
Terry Cummings,16.449704142011836,7.295012679628064,1.8512256973795436,3,1,1,1
Billy Cunningham,23.137931034482758,11.577586206896552,5.862068965517241,3,1,1,1
Samuel Dalembert,6.872340425531915,6.574468085106383,0.3191489361702128,3,1,1,1
Erick Dampier,8.904676258992806,7.363309352517986,0.9442446043165468,3,1,1,1
Lou Dampier,18.854395604395606,3.1346153846153846,5.554945054945055,3,1,1,1
Mel Daniels,18.69267515923567,15.117834394904458,1.805732484076433,3,1,1,1
Adrian Dantley,24.26910994764398,5.712041884816754,2.9633507853403143,3,1,1,1
Baron Davis,15.58435207823961,3.838630806845966,6.816625916870415,3,1,1,1
Walter Davis,18.897386253630202,2.9554695062923524,3.7541142303969024,3,1,1,1
Darryl Dawkins,12.02892561983471,6.104683195592287,1.2630853994490359,3,1,1,1
Dave Debusschere,16.06057142857143,10.992,2.8537142857142856,3,1,1,1
Vlade Divac,11.814814814814815,8.223985890652557,3.122574955908289,3,1,1,1
Sherman Douglas,11.013071895424837,2.1856209150326795,5.929411764705883,3,1,1,1
Clyde Drexler,20.437384898710867,6.148250460405157,5.639963167587477,3,1,1,1
Walter Dukes,10.4249547920434,11.253164556962025,1.0994575045207957,2,0,1,1
Joe Dumars,16.111001964636543,2.1640471512770136,4.530451866404715,3,1,1,1
Tim Duncan,22.532423208191126,12.18259385665529,3.138225255972696,3,1,1,1
Mark Eaton,5.961142857142857,7.930285714285715,0.96,3,1,1,1
James Edwards,12.724315068493151,5.140410958904109,1.283390410958904,2,0,1,1
Pervis Ellison,9.481012658227849,6.687763713080169,1.4578059071729959,2,0,1,1
Len Elmore,10.594771241830065,7.934640522875817,1.026143790849673,3,1,1,1
Alex English,21.46940486169321,5.480301760268231,3.647108130762783,3,1,1,1
Julius Erving,28.653562653562652,12.098280098280098,4.796068796068796,3,1,1,1
Julius Erving,21.966507177033492,6.69976076555024,3.8564593301435406,3,1,1,1
Patrick Ewing,20.976331360946745,9.810650887573965,1.8723584108199494,3,1,1,1
Sleepy Floyd,12.810867293625915,2.606060606060606,5.407523510971787,3,1,1,1
Phil Ford,11.605809128630705,1.7717842323651452,6.3962655601659755,3,1,1,1
T.J. Ford,7.109090909090909,3.2181818181818183,6.472727272727273,2,0,1,1
Adonal Foyle,4.5813953488372094,5.187984496124031,0.5290697674418605,3,1,1,1
Steve Francis,19.66592920353982,6.073008849557522,6.477876106194691,3,1,1,1
Walt Frazier,18.886060606060607,5.8545454545454545,6.109090909090909,3,1,1,1
World Free,20.26523702031603,2.7426636568848757,3.7460496613995486,3,1,1,1
Mike Gale,7.443708609271523,2.4768211920529803,4.337748344370861,3,1,1,1
Kevin Garnett,20.233548387096775,11.098064516129032,4.548387096774194,3,1,1,1
Pau Gasol,18.033557046979865,8.25503355704698,2.634228187919463,3,1,1,1
George Gervin,21.88475836431227,7.41635687732342,2.171003717472119,3,1,1,1
George Gervin,26.1795195954488,4.5600505689001265,2.7989886219974713,3,1,1,1
Artis Gilmore,22.29047619047619,17.06904761904762,3.030952380952381,3,1,1,1
Artis Gilmore,17.138613861386137,10.078107810781079,1.954895489548955,3,1,1,1
Mike Green,15.13551401869159,8.654205607476635,1.1542056074766356,3,1,1,1
Mike Green,8.416326530612245,5.424489795918367,1.3877551020408163,2,0,1,1
Eddie Griffin,8.331818181818182,6.045454545454546,0.8727272727272727,2,0,1,1
Alex Groza,22.5,5.453846153846154,2.4461538461538463,3,1,1,1
Jim Hadnot,17.454545454545453,12.155844155844155,1.7532467532467533,3,1,1,1
Tim Hardaway,17.73125720876586,3.292964244521338,8.183391003460208,3,1,1,1
Reggie Harding,10.282051282051283,10.974358974358974,1.8205128205128205,3,1,1,1
Ira Harge,10.295081967213115,11.604215456674472,1.7236533957845432,3,1,1,1
Derek Harper,13.341951626355296,2.406171809841535,5.4804003336113425,3,1,1,1
Ron Harper,13.785926660059465,4.270564915758176,3.881070366699703,3,1,1,1
Connie Hawkins,28.162393162393162,12.64102564102564,4.3076923076923075,3,1,1,1
Elvin Hayes,20.961627014581733,12.493476592478896,1.8403683806600153,3,1,1,1
Brendan Haywood,6.909722222222222,5.475694444444445,0.5486111111111112,2,0,1,1
Spencer Haywood,29.988095238095237,19.488095238095237,2.261904761904762,3,1,1,1
Grant Hill,20.80327868852459,7.451730418943534,5.739526411657559,3,1,1,1
Kirk Hinrich,13.862745098039216,3.679738562091503,6.607843137254902,3,1,1,1
Roy Hinson,14.21301775147929,6.808678500986193,0.9763313609467456,3,1,1,1
Wilbur Holland,13.623188405797102,3.050724637681159,3.3405797101449277,2,0,1,1
Jeff Hornacek,14.539461467038068,3.3853296193129063,4.903435468895079,3,1,1,1
Dwight Howard,11.963414634146341,10.036585365853659,0.9146341463414634,3,1,1,1
Juwan Howard,17.16182048040455,7.275600505689002,2.8786346396965867,3,1,1,1
Kim Hughes,8.238095238095237,9.226190476190476,0.6547619047619048,3,1,1,1
Andre Iguodala,9.036585365853659,5.658536585365853,3.0,3,1,1,1
Zydrunas Ilgauskas,14.849878934624698,7.738498789346247,1.208232445520581,3,1,1,1
Dan Issel,25.646,10.852,2.206,3,1,1,1
Allen Iverson,27.439344262295084,4.055737704918033,5.972131147540984,3,1,1,1
Jim Jackson,14.874556213017751,4.823668639053254,3.3325443786982247,3,1,1,1
Mark Jackson,9.636574074074074,3.8294753086419755,7.965277777777778,3,1,1,1
Ralph Jackson,2.0,1.0,4.0,3,1,1,1
LeBron James,24.08176100628931,6.415094339622642,6.553459119496855,3,1,1,1
Dennis Johnson,14.122727272727273,3.862727272727273,4.999090909090909,3,1,1,1
Eddie Johnson,16.015012510425354,4.030025020850709,2.126772310258549,3,1,1,1
George Johnson,4.832964601769912,6.5121681415929205,1.0276548672566372,3,1,1,1
Gus Johnson,17.46607142857143,12.933928571428572,2.6964285714285716,3,1,1,1
Kevin Johnson,17.85986394557823,3.270748299319728,9.130612244897959,3,1,1,1
Magic Johnson,19.544150110375277,7.239514348785872,11.193156732891833,3,1,1,1
Mickey Johnson,14.101769911504425,7.1515486725663715,2.961283185840708,3,1,1,1
Neil Johnston,19.424418604651162,11.348837209302326,2.4593023255813953,3,1,1,1
Bobby Jones,14.850299401197605,8.880239520958083,3.7964071856287425,3,1,1,1
Caldwell Jones,15.80952380952381,13.082251082251082,1.9610389610389611,3,1,1,1
Caldwell Jones,6.169475655430712,7.175093632958801,1.2612359550561798,3,1,1,1
Charles Jones,2.515151515151515,4.480716253443526,0.8581267217630854,3,1,1,1
Eddie Jones,16.404947916666668,4.239583333333333,3.19921875,3,1,1,1
Eddie Jordan,8.128571428571428,1.8761904761904762,3.7976190476190474,3,1,1,1
Michael Jordan,30.12313432835821,6.223880597014926,5.254664179104478,3,1,1,1
Shawn Kemp,14.602283539486203,8.405328258801141,1.621313035204567,3,1,1,1
Larry Kenon,17.746987951807228,11.080321285140561,1.5461847389558232,3,1,1,1
Johnny Kerr,13.790055248618785,11.151381215469613,2.214364640883978,3,1,1,1
Julius Keye,7.562200956937799,11.009569377990431,1.5717703349282297,3,1,1,1
Jason Kidd,14.779898218829517,6.4541984732824424,9.26590330788804,3,1,1,1
Bernard King,22.488558352402745,5.7894736842105265,3.2757437070938216,3,1,1,1
Andrei Kirilenko,13.405693950177936,6.0711743772241995,2.1637010676156585,3,1,1,1
Billy Knight,22.266666666666666,8.933333333333334,2.8466666666666667,3,1,1,1
Brevin Knight,7.591006423982869,2.605995717344754,6.546038543897216,3,1,1,1
Christian Laettner,12.81221198156682,6.688940092165899,2.5622119815668203,3,1,1,1
Raef Lafrentz,11.773493975903614,6.9397590361445785,1.1493975903614457,3,1,1,1
Andrew Lang,6.014925373134329,4.774762550881954,0.5753052917232022,2,0,1,1
Ron Lee,7.332589285714286,2.720982142857143,3.767857142857143,3,1,1,1
Lafayette Lever,13.873670212765957,6.014627659574468,6.24468085106383,3,1,1,1
Mike Lewis,12.109792284866469,11.934718100890208,2.9673590504451037,3,1,1,1
Goose Ligon,12.811059907834101,10.87557603686636,2.096774193548387,3,1,1,1
Alton Lister,6.6086044071353625,6.291710388247639,0.9590766002098636,3,1,1,1
Jerry Lucas,16.951749095295536,15.61158021712907,3.295536791314837,3,1,1,1
John Lucas,10.723060344827585,2.3178879310344827,6.954741379310345,3,1,1,1
Maurice Lucas,15.168674698795181,10.759036144578314,3.0783132530120483,3,1,1,1
Karl Malone,25.018970189701896,10.140243902439025,3.5555555555555554,3,1,1,1
Moses Malone,17.23015873015873,12.873015873015873,1.1111111111111112,3,1,1,1
Moses Malone,20.62377727614748,12.198645598194132,1.3513920240782544,3,1,1,1
Pete Maravich,24.237082066869302,4.174772036474164,5.414893617021277,3,1,1,1
Stephon Marbury,20.584962406015038,3.069172932330827,8.267669172932331,3,1,1,1
Shawn Marion,18.18362831858407,9.754424778761061,2.1172566371681416,3,1,1,1
Bob Mcadoo,22.050469483568076,9.446009389671362,2.289906103286385,3,1,1,1
Ted Mcclain,9.578249336870027,3.2281167108753315,3.6286472148541113,2,0,1,1
Jim Mcdaniels,23.785714285714285,12.8,1.5142857142857142,3,1,1,1
Xavier Mcdaniel,15.639080459770115,6.105747126436782,2.0402298850574714,2,0,1,1
Antonio Mcdyess,15.70409982174688,8.169340463458111,1.4242424242424243,3,1,1,1
George Mcginnis,25.219745222929937,12.9171974522293,3.515923566878981,3,1,1,1
George Mcginnis,17.21590909090909,9.804924242424242,3.759469696969697,3,1,1,1
Tracy Mcgrady,21.987610619469027,6.368141592920354,4.345132743362832,3,1,1,1
Dick Mcguire,8.023035230352303,3.772357723577236,5.697831978319783,2,0,1,1
Kevin Mchale,17.85272914521112,7.33470648815654,1.7198764160659115,3,1,1,1
Jim Mcilvaine,2.6733167082294265,3.0997506234413965,0.26184538653366585,3,1,1,1
Nate Mcmillan,5.9459798994974875,4.047738693467337,6.146984924623116,3,1,1,1
Bill Melchionni,12.410358565737052,2.1553784860557768,6.063745019920319,2,0,1,1
George Mikan,23.134396355353076,9.492027334851937,2.835990888382688,3,1,1,1
Andre Miller,14.233128834355828,4.169734151329243,7.406952965235174,3,1,1,1
Oliver Miller,7.352941176470588,5.8681541582150105,2.152129817444219,3,1,1,1
Reggie Miller,18.199424046076313,3.0107991360691146,2.9812814974802015,3,1,1,1
Yao Ming,16.39344262295082,8.520491803278688,1.3114754098360655,3,1,1,1
Johnny Moore,9.403846153846153,2.975,7.434615384615385,3,1,1,1
Alonzo Mourning,19.362146050670642,9.442622950819672,1.3561847988077496,3,1,1,1
Chris Mullin,18.16531440162272,4.0912778904665315,3.4989858012170387,3,1,1,1
Gheorghe Muresan,9.8371335504886,6.37785016286645,0.48859934853420195,2,0,1,1
Dikembe Mutombo,11.096134786917741,11.231912784935579,1.2071357779980179,3,1,1,1
Larry Nance,17.05108695652174,7.991304347826087,2.601086956521739,3,1,1,1
Steve Nash,12.830128205128204,2.644230769230769,6.698717948717949,3,1,1,1
Swen Nater,13.034334763948499,13.060085836909872,1.206008583690987,3,1,1,1
Swen Nater,12.153374233128835,10.832310838445808,1.950920245398773,3,1,1,1
Radoslav Nesterovic,7.4252136752136755,5.989316239316239,1.0961538461538463,2,0,1,1
Norm Nixon,15.709635416666666,2.5924479166666665,8.315104166666666,3,1,1,1
Charles Oakley,9.685647425897036,9.52028081123245,2.5093603744149764,3,1,1,1
Emeka Okafor,15.136986301369863,10.89041095890411,0.8767123287671232,3,1,1,1
Hakeem Olajuwon,21.765751211631663,11.104200323101777,2.470113085621971,3,1,1,1
Jawann Oldham,4.422492401215806,4.112462006079028,0.49240121580547114,3,1,1,1
Michael Olowokandi,9.011682242990654,7.350467289719626,0.6985981308411215,3,1,1,1
Jermaine O'neal,13.279359430604982,7.407473309608541,1.197508896797153,3,1,1,1
Shaquille O'neal,26.738095238095237,11.95124716553288,2.8446712018140587,3,1,1,1
Greg Ostertag,4.836206896551724,5.632183908045977,0.5531609195402298,3,1,1,1
Bo Outlaw,5.731823599523242,5.088200238379023,1.6817640047675804,3,1,1,1
Robert Parish,14.48417132216015,9.134078212290502,1.3531967721911855,3,1,1,1
Billy Paultz,15.743326488706366,11.100616016427105,2.3880903490759753,3,1,1,1
Gary Payton,17.56239460370995,4.134907251264756,7.172006745362563,3,1,1,1
Chuck Person,14.695652173913043,5.050901378579003,2.8048780487804876,2,0,1,1
Geoff Petrie,21.820627802690584,2.8497757847533634,4.612107623318385,3,1,1,1
Bob Pettit,26.363636363636363,16.223484848484848,2.9911616161616164,3,1,1,1
Paul Pierce,22.977186311787072,6.524714828897339,3.720532319391635,3,1,1,1
Scottie Pippen,16.07809847198642,6.361629881154499,5.207979626485569,3,1,1,1
Kevin Porter,11.600910470409712,1.7890743550834598,8.063732928679817,3,1,1,1
Terry Porter,12.233908948194662,3.0392464678178963,5.620094191522763,3,1,1,1
Mark Price,15.220221606648199,2.559556786703601,6.7354570637119116,3,1,1,1
Joel Przybilla,3.502183406113537,5.2314410480349345,0.5065502183406113,3,1,1,1
Theo Ratliff,8.286173633440514,6.307073954983923,0.6205787781350482,3,1,1,1
Willis Reed,18.743076923076924,12.944615384615384,1.8246153846153845,3,1,1,1
Michealray Richardson,14.843525179856115,5.496402877697841,7.012589928057554,3,1,1,1
Pooh Richardson,11.084507042253522,2.827856025039124,6.541471048513302,3,1,1,1
Mitch Richmond,21.001024590163933,3.894467213114754,3.4815573770491803,3,1,1,1
Doc Rivers,10.85300925925926,3.0381944444444446,5.658564814814815,3,1,1,1
Alvin Robertson,13.969191270860078,5.219512195121951,5.044929396662388,3,1,1,1
Oscar Robertson,25.682692307692307,7.503846153846154,9.506730769230769,3,1,1,1
Clifford Robinson,15.0704,4.7336,2.3632,3,1,1,1
David Robinson,21.06382978723404,10.635258358662615,2.4731509625126646,3,1,1,1
Glenn Robinson,20.686046511627907,6.087209302325581,2.7311046511627906,3,1,1,1
Guy Rodgers,11.676008968609866,4.25,7.754484304932736,2,0,1,1
Dennis Rodman,7.33589462129528,13.1218441273326,1.756311745334797,3,1,1,1
Roy Rogers,4.759124087591241,3.5255474452554743,0.41605839416058393,2,0,1,1
Tree Rollins,5.405709342560554,5.839100346020762,0.5709342560553633,3,1,1,1
Jalen Rose,14.872262773722628,3.591240875912409,4.0510948905109485,3,1,1,1
Dan Roundfield,15.171581769436997,9.70911528150134,2.1715817694369974,3,1,1,1
Bill Russell,15.079958463136034,22.45067497403946,4.257528556593977,3,1,1,1
Ralph Sampson,15.43640350877193,8.796052631578947,2.276315789473684,3,1,1,1
Dolph Schayes,18.512048192771083,11.301204819277109,3.0843373493975905,3,1,1,1
Detlef Schrempf,13.87411971830986,6.181338028169014,3.374119718309859,3,1,1,1
Charlie Scott,30.141104294478527,5.122699386503068,5.184049079754601,3,1,1,1
Rony Seikaly,14.73598820058997,9.474926253687316,1.2684365781710913,3,1,1,1
Jack Sikma,15.616079494128275,9.770551038843722,3.1508581752484193,3,1,1,1
Scott Skiles,11.086666666666666,2.5433333333333334,6.468333333333334,3,1,1,1
Charles Smith,14.374113475177305,5.75531914893617,1.4148936170212767,2,0,1,1
Elmore Smith,13.41814946619217,10.608540925266905,1.4377224199288257,3,1,1,1
Josh Smith,9.662162162162161,6.175675675675675,1.7162162162162162,3,1,1,1
Ricky Sobers,13.278928136419001,2.5968331303288674,4.293544457978076,3,1,1,1
Willie Somerset,22.844444444444445,4.718518518518518,3.740740740740741,3,1,1,1
Latrell Sprewell,18.304490690032857,4.078860898138006,4.0131434830230015,3,1,1,1
Jerry Stackhouse,20.436746987951807,3.6987951807228914,3.9367469879518073,3,1,1,1
John Stockton,13.105718085106384,2.69281914893617,10.509308510638299,3,1,1,1
Maurice Stokes,16.41089108910891,17.287128712871286,5.257425742574258,3,1,1,1
Amare Stoudemire,19.903225806451612,8.894009216589861,1.3225806451612903,3,1,1,1
Damon Stoudamire,14.62551440329218,3.6858710562414267,6.555555555555555,3,1,1,1
Rod Strickland,13.220292504570384,3.73308957952468,7.30073126142596,3,1,1,1
Stromile Swift,9.011363636363637,4.96875,0.5795454545454546,2,0,1,1
Brian Taylor,14.03690036900369,2.992619926199262,3.697416974169742,3,1,1,1
Brian Taylor,12.315151515151515,2.415151515151515,4.472727272727273,3,1,1,1
Roland Taylor,3.810126582278481,2.670886075949367,3.6455696202531644,2,0,1,1
Reggie Theus,18.533138401559455,3.2641325536062378,6.2894736842105265,3,1,1,1
Isiah Thomas,19.225740551583247,3.5526046986721145,9.255362614913176,3,1,1,1
David Thompson,26.0,6.325301204819277,3.710843373493976,3,1,1,1
David Thompson,22.12966601178782,3.774066797642436,3.2043222003929275,3,1,1,1
Mychal Thompson,13.70053475935829,7.434224598930482,2.2898395721925136,3,1,1,1
Skip Thoren,13.170588235294117,11.029411764705882,1.9352941176470588,3,1,1,1
Otis Thorpe,14.001591089896579,8.249801113762928,2.171837708830549,3,1,1,1
Nate Thurmond,14.976141078838173,15.004149377593361,2.671161825726141,3,1,1,1
Jamaal Tinsley,9.653061224489797,3.4857142857142858,7.163265306122449,3,1,1,1
Terry Tyler,10.181400688863375,5.367393800229621,1.1928817451205511,3,1,1,1
Wes Unseld,10.796747967479675,13.992886178861788,3.8841463414634148,3,1,1,1
Nick Van Exel,15.095705521472393,3.011042944785276,6.9374233128834355,3,1,1,1
Norm Vanlier,11.756032171581769,4.8203753351206435,6.993297587131368,3,1,1,1
David Vaughn,10.731182795698924,9.817204301075268,1.4516129032258065,3,1,1,1
Dwyane Wade,20.615942028985508,4.666666666666667,5.760869565217392,3,1,1,1
Antoine Walker,19.826783114992722,8.67976710334789,4.117903930131004,3,1,1,1
Ben Wallace,6.540584415584416,10.618506493506494,1.1753246753246753,3,1,1,1
Bill Walton,13.27991452991453,10.51923076923077,3.3974358974358974,3,1,1,1
Slick Watts,8.926773455377575,3.19908466819222,6.128146453089244,3,1,1,1
Chris Webber,21.785714285714285,10.080174927113703,4.466472303206997,3,1,1,1
Marvin Webster,4.342105263157895,4.578947368421052,0.7894736842105263,2,0,1,1
Marvin Webster,7.1450777202072535,6.984455958549223,1.2469775474956821,3,1,1,1
Jerry West,27.030042918454935,5.76824034334764,6.6931330472103,3,1,1,1
Lenny Wilkens,16.501392757660167,4.670380687093779,6.695450324976787,3,1,1,1
Dominique Wilkins,24.83054003724395,6.6750465549348235,2.492551210428305,3,1,1,1
Buck Williams,12.841622035195103,9.960214231063505,1.259372609028309,3,1,1,1
Gus Williams,17.082424242424242,2.6933333333333334,5.572121212121212,3,1,1,1
Herb Williams,10.838475499092558,5.906533575317605,1.6842105263157894,3,1,1,1
Hotrod Williams,11.030439684329199,6.762119503945885,1.7936865839909808,3,1,1,1
Jason Williams,11.664634146341463,2.5284552845528454,6.798780487804878,3,1,1,1
Kevin Willis,12.150105708245244,8.38125440451022,0.9351656095842142,3,1,1,1
Lorenzo Williams,2.992094861660079,6.308300395256917,0.9762845849802372,2,0,1,1
Michael Williams,10.975786924939467,2.542372881355932,5.774818401937046,3,1,1,1
Milt Williams,5.5,3.25,3.0,3,1,1,1
Ray Williams,15.508396946564886,3.618320610687023,5.769465648854962,3,1,1,1
James Worthy,17.624190064794817,5.084233261339093,3.014038876889849,3,1,1,1
